#Name:: Glass1_UV;Timestamp:: 2026-Feb-13 14:02:25;Device:: Ossila Spectrometer (COM3);Colour:: (57: 207: 25);Integration Time (ms):: 60.0;Accumulation Number:: 1;Averaging Number:: 1;Delay #Time:: 0;Trigger Mode:: Internal;Measurement Type:: Transmission/Reflection;Comments:: 
#Wavelength (nm),Intensity,Smoothed,Background,Reference
399.84,0.015018973437187937,0.01454644634532484,1676.0,25035.0
400.35,0.011879804332634521,0.014888112320219355,1693.0,27189.0
400.87,0.015656105543745993,0.01547930126622498,1652.0,29637.0
401.39,0.014647835204144567,0.01602990603222122,1652.0,32428.0
401.9,0.016872731397459165,0.016659948930296754,1608.0,35264.0
402.42,0.018152119503648867,0.01712685508667307,1665.0,37957.0
402.94,0.017263333170086683,0.018079117346473217,1673.0,40838.0
403.45,0.018195878633489513,0.018734268492607106,1659.0,43966.0
403.97,0.018596408822085103,0.019682620529660716,1702.0,46837.0
404.49,0.02031629925848522,0.02050842769885924,1683.0,49763.0
405.0,0.019688035000951114,0.021445961107237645,1712.0,52570.0
405.52,0.021402426930635942,0.022571521193802783,1647.0,55461.0
406.04,0.02220761700508492,0.023688833592157815,1640.0,57818.0
406.55,0.02413135557468064,0.02476706395734054,1649.0,59259.0
407.07,0.0251308030894444,0.025655772445297258,1693.0,60205.0
407.58,0.027527453587432905,0.02650829055356256,1686.0,60921.0
408.1,0.028518934035738096,0.026954816704799964,1679.0,61503.0
408.62,0.029369002617039838,0.027277322543240255,1660.0,61902.0
409.13,0.029378712473912345,0.027215307390138558,1678.0,62290.0
409.65,0.02920338413805236,0.027168383957158846,1645.0,62527.0
410.16,0.028213216083604154,0.02713213707295205,1652.0,62772.0
410.68,0.02586768844301,0.027028979636470538,1648.0,62897.0
411.2,0.02543267538948783,0.02661250269448434,1713.0,62518.0
411.71,0.023511204043663664,0.02625939729624857,1712.0,60737.0
412.23,0.024661568759647288,0.025816892954640926,1678.0,56363.0
412.74,0.027164984745364936,0.02549653643755057,1623.0,51132.0
413.26,0.02748735967092296,0.02547855895514438,1598.0,46676.0
413.77,0.025204233197177867,0.0254361986376786,1664.0,43088.0
